agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
0,2355,195,7,0,MANDATORY,5582999
1,2355,2260,7,3,MANDATORY,2961231
2,2355,1549,7,2,MANDATORY,5244459
3,1098,2354,7,2,MANDATORY,5244459
4,2355,1355,7,1,MANDATORY,5244459
5,2355,2073,7,5,MANDATORY,5244667
6,2355,2026,8,4,MANDATORY,1714081
7,2355,1667,8,5,MANDATORY,5583377
8,2355,1811,7,0,MANDATORY,3166732
9,2355,486,8,1,MANDATORY,3166705
10,2355,2404,8,3,MANDATORY,2961297
11,2355,1970,7,2,MANDATORY,5213675
12,2355,103,7,4,MANDATORY,5037092
13,2355,520,8,1,MANDATORY,2300534
14,2355,2427,8,2,MANDATORY,598616
15,2355,2286,7,1,MANDATORY,7833688
16,2355,2024,8,3,MANDATORY,3362645
17,2355,1135,7,3,MANDATORY,5583715
18,2355,1274,7,5,MANDATORY,5585034
19,2355,2375,8,5,MANDATORY,7755703
20,2355,1586,7,4,MANDATORY,7755796
21,2355,2686,7,5,MANDATORY,3625448
22,2355,1707,7,5,MANDATORY,105151
23,2355,2092,8,2,MANDATORY,4308768
24,2355,1746,7,1,MANDATORY,3363418
25,2355,1798,8,3,MANDATORY,5245595
26,2355,503,8,5,MANDATORY,2301034
27,2355,248,8,3,MANDATORY,5586039
28,2355,833,7,1,MANDATORY,5587041
29,2355,610,7,1,MANDATORY,1956732
30,2355,2320,8,1,MANDATORY,5586533
31,2355,2582,7,5,MANDATORY,5794180
32,2355,1984,7,5,MANDATORY,319353
33,2355,282,8,3,MANDATORY,6106492
34,2355,856,8,1,MANDATORY,5587877
35,2173,1130,8,1,MANDATORY,5587334
36,2355,2025,8,5,MANDATORY,5588505
37,2355,2091,7,1,MANDATORY,6106582
38,2355,1287,8,3,MANDATORY,3884233
39,2355,1271,7,1,MANDATORY,2301234
40,2355,1995,8,4,MANDATORY,5045964
41,2355,284,8,4,MANDATORY,3048290
42,2355,1656,7,3,MANDATORY,1664190
43,2355,1879,8,4,MANDATORY,2301252
44,2355,2452,7,3,MANDATORY,5975223
45,2355,1784,7,4,MANDATORY,1407617
46,2355,53,7,1,MANDATORY,5589517
47,2355,732,8,2,MANDATORY,256961
48,2355,1205,7,3,MANDATORY,4723528
49,2355,561,8,4,MANDATORY,5589881
50,2355,1658,7,0,MANDATORY,3167797
51,2355,1257,8,0,MANDATORY,7512861
52,2355,2606,8,2,INDIVIDUAL_NON_MANDATORY,5141142
53,2355,2260,7,1,MANDATORY,5141162
54,2355,256,7,2,MANDATORY,5590598
55,2355,192,7,1,MANDATORY,2187183
56,2355,468,7,1,MANDATORY,6106928
57,2355,2632,7,0,MANDATORY,5246763
58,2355,1851,8,1,MANDATORY,5246875
59,2355,1707,8,2,MANDATORY,4968884
60,2355,97,7,1,MANDATORY,3628391
61,2355,2131,8,0,MANDATORY,6107133
62,2355,1808,7,2,INDIVIDUAL_NON_MANDATORY,6595832
63,2355,549,8,2,MANDATORY,2187219
64,2355,1598,7,2,MANDATORY,5247103
65,2355,1056,7,0,MANDATORY,5592855
66,2355,1674,7,2,MANDATORY,3049246
67,2355,1512,7,0,MANDATORY,6595888
68,2355,2001,8,4,MANDATORY,3629196
69,2355,512,7,2,MANDATORY,5247477
70,2355,1494,7,1,MANDATORY,1892688
71,2355,2292,8,5,MANDATORY,3884486
72,2355,529,8,3,MANDATORY,3629674
73,2355,2379,7,2,MANDATORY,5700110
74,1884,1566,8,2,MANDATORY,5594562
75,2355,2713,7,4,MANDATORY,3366262
76,2355,1974,8,0,MANDATORY,1959586
77,2355,246,8,4,MANDATORY,107574
78,2355,276,7,4,MANDATORY,5976382
79,2355,2167,8,4,MANDATORY,1959464
80,2355,1580,8,3,MANDATORY,3630332
81,2355,1844,7,4,MANDATORY,7457298
82,2355,1733,8,4,MANDATORY,1132227
83,2355,833,7,4,INDIVIDUAL_NON_MANDATORY,805799
84,2355,2536,7,3,MANDATORY,599964
85,2355,1086,8,1,MANDATORY,5596214
86,2355,1711,8,5,MANDATORY,809094
87,2355,1891,8,0,MANDATORY,808390
88,2355,129,7,3,MANDATORY,1133112
89,2355,638,8,4,MANDATORY,806661
90,2355,1878,7,1,MANDATORY,4724691
91,2355,221,7,5,INDIVIDUAL_NON_MANDATORY,1133061
92,1593,2354,7,0,INDIVIDUAL_NON_MANDATORY,1133061
93,2355,777,7,5,MANDATORY,805993
94,2355,2336,8,3,INDIVIDUAL_NON_MANDATORY,206334
95,2355,2672,8,4,MANDATORY,1132922
96,2355,745,7,4,MANDATORY,1959692
97,2424,2590,8,3,MANDATORY,107925
98,2355,2561,8,5,INDIVIDUAL_NON_MANDATORY,808720
99,2355,1672,7,5,MANDATORY,1215165
100,2355,519,8,2,MANDATORY,808137
101,2355,18,8,3,INDIVIDUAL_NON_MANDATORY,496506
102,2510,84,8,5,INDIVIDUAL_NON_MANDATORY,496506
103,2355,1241,7,0,MANDATORY,860680
104,2355,694,7,3,INDIVIDUAL_NON_MANDATORY,695477
105,2712,1542,7,5,INDIVIDUAL_NON_MANDATORY,695477
106,2355,1579,8,0,INDIVIDUAL_NON_MANDATORY,806540
107,2355,285,8,3,MANDATORY,599998
108,2355,273,8,1,MANDATORY,600063
109,2355,2549,7,1,MANDATORY,1216631
110,2355,352,8,4,INDIVIDUAL_NON_MANDATORY,600119
111,2355,2708,7,4,MANDATORY,794858
112,2355,1060,8,0,MANDATORY,321067
113,2355,2027,7,3,MANDATORY,653205
114,2355,1692,8,0,INDIVIDUAL_NON_MANDATORY,1216792
115,2355,353,8,2,MANDATORY,977175
116,2355,271,8,2,MANDATORY,3631175
117,2355,453,8,2,MANDATORY,5062253
118,2355,1896,8,2,MANDATORY,5976519
119,2355,760,8,2,INDIVIDUAL_NON_MANDATORY,1960384
120,2355,865,8,0,MANDATORY,5598371
121,2355,843,7,4,MANDATORY,2302443
122,2355,984,8,3,MANDATORY,5598315
123,2355,2189,8,1,MANDATORY,7457873
124,2355,278,7,4,MANDATORY,6108503
125,1072,654,7,1,AT_WORK,6108503
126,1071,104,8,5,AT_WORK,6108503
127,2355,1383,8,3,MANDATORY,7458002
128,2355,171,7,4,MANDATORY,6128911
129,2355,169,7,2,MANDATORY,5700309
130,2355,262,7,3,MANDATORY,6108389
131,2355,2502,7,3,MANDATORY,6108767
132,2355,2479,7,3,INDIVIDUAL_NON_MANDATORY,3367565
133,2355,571,7,3,MANDATORY,5248801
134,2355,527,8,2,MANDATORY,5598777
135,1697,2354,8,3,AT_WORK,5598777
136,2355,1926,7,1,MANDATORY,5598697
137,2424,2607,8,5,AT_WORK,3632507
138,2355,1971,8,2,MANDATORY,5599882
139,2355,1816,7,0,MANDATORY,7459131
140,2355,278,8,4,MANDATORY,1961148
141,2355,2330,8,5,MANDATORY,7155322
142,2355,1264,7,3,MANDATORY,3488589
143,2355,1552,7,4,MANDATORY,5601147
144,2355,2436,8,2,MANDATORY,7459532
145,2355,1616,7,0,MANDATORY,7155523
146,2355,643,7,5,MANDATORY,5601736
147,2355,110,8,5,INDIVIDUAL_NON_MANDATORY,3951376
148,2355,89,7,3,MANDATORY,6270157
149,2355,2696,8,0,MANDATORY,5910353
150,2355,1987,8,0,MANDATORY,2561616
151,2355,2278,7,5,MANDATORY,3634075
152,2355,1760,8,1,MANDATORY,3488623
153,2173,990,7,1,MANDATORY,1722839
154,2355,164,7,4,MANDATORY,5347096
155,2355,1406,7,1,MANDATORY,5347115
156,2355,1599,8,0,MANDATORY,1723004
157,2355,2661,8,3,MANDATORY,7572978
158,2355,1326,8,4,MANDATORY,3284192
159,2355,2542,8,4,MANDATORY,4474033
160,2355,1456,7,0,MANDATORY,1723246
161,2355,34,8,0,MANDATORY,5347370
162,2355,1009,8,4,MANDATORY,4969307
163,2355,1092,8,5,MANDATORY,4309732
164,2355,1020,7,0,INDIVIDUAL_NON_MANDATORY,5331868
165,2355,625,7,2,MANDATORY,5347453
166,2355,1863,8,5,MANDATORY,3368844
167,2355,845,7,0,MANDATORY,7590885
168,2355,1209,8,1,MANDATORY,5805049
169,2355,544,7,3,MANDATORY,4776982
170,2355,1288,8,2,MANDATORY,4498124
171,2355,1896,8,5,MANDATORY,5985775
172,2355,701,8,1,MANDATORY,3778107
173,2355,1091,7,5,MANDATORY,5603220
174,2355,102,7,5,INDIVIDUAL_NON_MANDATORY,1664463
175,2355,1501,7,5,MANDATORY,4498210
176,2086,2354,8,3,AT_WORK,6819608
177,2355,1244,7,5,MANDATORY,6597734
178,2355,406,8,3,MANDATORY,4309924
179,2355,1901,8,4,MANDATORY,2462991
180,2355,1973,7,2,MANDATORY,5910975
181,2355,691,7,3,MANDATORY,3782775
182,2355,2609,8,4,MANDATORY,3128527
183,2355,2363,8,0,MANDATORY,1646143
184,2355,2440,8,3,MANDATORY,7658416
185,2355,1732,7,2,MANDATORY,5183288
186,2355,1748,8,4,MANDATORY,7156463
187,2355,1317,7,1,MANDATORY,5604269
188,2355,310,8,2,MANDATORY,5985989
189,2355,1213,8,3,INDIVIDUAL_NON_MANDATORY,4029137
190,2355,2219,7,0,MANDATORY,7658467
191,2355,810,7,5,MANDATORY,5986000
192,2355,461,8,5,MANDATORY,6598298
193,2355,564,7,4,MANDATORY,1724526
194,2355,1045,8,3,MANDATORY,7156602
195,2355,2257,7,3,MANDATORY,1962757
196,2355,1625,8,0,MANDATORY,5604758
197,2355,1021,7,2,MANDATORY,2187860
198,2355,1229,7,0,INDIVIDUAL_NON_MANDATORY,5911516
199,531,1542,7,5,INDIVIDUAL_NON_MANDATORY,5911516
200,2355,2542,8,5,MANDATORY,3885559
201,2355,953,8,0,MANDATORY,3885589
202,2355,217,8,3,MANDATORY,5605166
203,2355,1790,8,3,MANDATORY,3636838
204,2355,2575,7,2,MANDATORY,1962923
205,2355,2349,7,3,MANDATORY,7186505
206,2355,2578,8,1,INDIVIDUAL_NON_MANDATORY,4969473
207,2355,1491,7,5,MANDATORY,4969430
208,2355,2146,7,2,MANDATORY,4777258
209,2355,783,8,0,MANDATORY,7690664
210,2355,1650,7,3,MANDATORY,5912058
211,2355,1964,7,4,MANDATORY,7629542
212,2355,1544,8,3,MANDATORY,3637392
213,2355,1597,7,0,MANDATORY,5606002
214,2355,740,8,3,MANDATORY,5249910
215,2355,1624,7,4,MANDATORY,7613079
216,2355,691,8,5,MANDATORY,3051057
217,2355,243,7,4,MANDATORY,7187229
218,2355,17,8,2,MANDATORY,5606832
219,2355,390,8,4,MANDATORY,3228500
220,42,2431,8,5,AT_WORK,6270899
221,2355,626,7,4,MANDATORY,7514153
222,1015,2354,7,2,MANDATORY,7461660
223,2173,1300,7,0,MANDATORY,3782826
224,2355,938,7,0,MANDATORY,4906083
225,2355,1529,8,2,MANDATORY,4310531
226,2355,1932,7,3,MANDATORY,5609655
227,2355,1736,7,4,MANDATORY,7758885
228,2355,1489,7,3,MANDATORY,3328453
229,2355,2240,8,2,MANDATORY,7462380
230,2355,904,7,2,INDIVIDUAL_NON_MANDATORY,3117106
231,2355,1301,8,0,MANDATORY,4474360
232,2355,1888,7,3,MANDATORY,3640468
233,2355,747,7,1,MANDATORY,4906397
234,2355,1140,8,4,MANDATORY,3641410
235,2355,98,8,3,MANDATORY,5611900
236,2355,1125,8,4,INDIVIDUAL_NON_MANDATORY,1728715
237,2556,2354,8,3,INDIVIDUAL_NON_MANDATORY,1728715
238,2355,874,7,1,MANDATORY,3641900
239,2355,2248,8,4,MANDATORY,7463491
240,2355,55,7,0,MANDATORY,5612184
241,2355,2704,7,3,MANDATORY,5612111
242,2355,2698,7,3,MANDATORY,1728953
243,2355,2075,8,4,MANDATORY,5250901
244,2355,498,7,0,MANDATORY,3642691
245,2355,1636,7,2,MANDATORY,2154212
246,418,1542,7,0,MANDATORY,2154212
247,2355,587,7,5,MANDATORY,6271152
248,2355,2561,7,5,MANDATORY,1543537
249,2355,366,7,2,MANDATORY,5006504
250,2355,920,8,3,MANDATORY,5251081
251,2355,745,8,5,MANDATORY,1967746
252,369,2354,8,2,AT_WORK,1967746
253,2355,309,8,4,AT_WORK,1967746
254,2355,669,7,1,MANDATORY,5613663
255,2355,1846,7,1,INDIVIDUAL_NON_MANDATORY,3489433
256,2355,1613,7,4,MANDATORY,5251102
257,2355,1460,7,0,MANDATORY,3051404
258,2355,2568,7,0,MANDATORY,7633045
259,2355,1720,8,3,MANDATORY,5349285
260,2355,1842,7,5,MANDATORY,5349387
261,2355,1454,8,0,MANDATORY,5349468
262,2355,1802,7,4,MANDATORY,6271488
263,2355,1703,7,4,MANDATORY,3644317
264,2355,1903,7,0,MANDATORY,3463713
265,1298,1376,7,3,MANDATORY,3463716
266,2355,103,7,4,MANDATORY,5805968
267,2355,1672,7,1,MANDATORY,5614896
268,2355,1762,7,0,MANDATORY,1968313
269,2355,906,8,4,MANDATORY,5110384
270,2355,629,7,0,MANDATORY,5349717
271,2355,2020,7,2,MANDATORY,7464603
272,2355,36,7,4,INDIVIDUAL_NON_MANDATORY,5333297
273,2355,2684,8,4,MANDATORY,7759691
274,2355,201,7,1,MANDATORY,2501329
275,2355,188,8,1,MANDATORY,7465962
276,2355,222,8,2,MANDATORY,4311641
277,943,2354,8,0,MANDATORY,4311641
278,2355,2288,8,1,AT_WORK,7465911
279,2355,1082,7,2,MANDATORY,6602493
280,2355,1700,8,5,MANDATORY,5616889
281,2355,111,7,1,INDIVIDUAL_NON_MANDATORY,5617505
282,2355,641,8,2,MANDATORY,115559
283,2355,981,8,3,MANDATORY,4727721
284,2355,269,7,5,MANDATORY,3887866
285,2355,956,7,1,MANDATORY,5977147
286,2355,1263,8,5,MANDATORY,4031252
287,2355,1648,8,1,MANDATORY,2063484
288,2355,2065,7,1,MANDATORY,4909337
289,2355,2193,7,1,MANDATORY,1218954
290,2355,1943,7,3,MANDATORY,5619595
291,2355,1655,7,3,MANDATORY,3647714
292,2355,319,7,1,MANDATORY,5917529
293,2355,8,7,4,MANDATORY,5917625
294,2355,2554,8,0,MANDATORY,3888149
295,2355,1938,7,1,MANDATORY,5252135
296,2355,742,7,1,MANDATORY,3888201
297,2355,981,8,0,INDIVIDUAL_NON_MANDATORY,3648491
298,2355,740,7,1,MANDATORY,5620760
299,2355,1721,7,4,MANDATORY,541694
300,2355,227,7,5,MANDATORY,1219672
301,2355,1930,7,4,MANDATORY,4911030
302,2355,109,7,5,MANDATORY,541716
303,2355,99,7,0,MANDATORY,7468389
304,2355,1570,8,1,MANDATORY,5917859
305,2355,1405,7,4,MANDATORY,5621332
306,2355,2587,7,1,MANDATORY,5621621
307,2355,1284,7,3,MANDATORY,4911299
308,2355,2119,8,0,INDIVIDUAL_NON_MANDATORY,4911139
309,2355,1243,7,1,MANDATORY,5806249
310,2355,1454,7,5,MANDATORY,6822677
311,2355,349,7,1,MANDATORY,5977254
312,2355,1563,8,1,MANDATORY,5987128
313,2355,71,7,2,MANDATORY,3648834
314,2355,2646,7,5,MANDATORY,6822996
315,2355,127,8,0,MANDATORY,3373992
316,2355,1677,7,0,MANDATORY,6822988
317,2355,525,8,5,INDIVIDUAL_NON_MANDATORY,7469434
318,2355,208,8,3,MANDATORY,3936912
319,2355,2555,7,3,MANDATORY,7470130
320,2355,2528,8,4,MANDATORY,7470040
321,2355,846,7,4,MANDATORY,3888847
322,2355,608,7,5,MANDATORY,3842525
323,2355,308,8,5,MANDATORY,5806672
324,2355,222,8,2,MANDATORY,1972297
325,2355,88,8,3,MANDATORY,5623072
326,2355,992,7,0,MANDATORY,6272398
327,2355,1470,8,0,MANDATORY,1972724
328,2355,1092,7,1,MANDATORY,4499714
329,2355,2122,7,1,MANDATORY,4193609
330,2355,1144,7,1,MANDATORY,4313731
331,2355,265,7,0,MANDATORY,3649949
332,2355,2677,8,4,MANDATORY,5252647
333,2355,2647,7,5,MANDATORY,5919107
334,2355,1332,7,4,MANDATORY,5351752
335,2355,2286,8,2,MANDATORY,260645
336,2355,2556,7,5,MANDATORY,4778828
337,2355,1718,7,2,MANDATORY,3650337
338,2355,406,7,0,MANDATORY,3490532
339,2355,2181,7,2,MANDATORY,6112598
340,2355,201,8,4,MANDATORY,1894138
341,2355,832,8,0,MANDATORY,6605703
342,2355,2449,8,4,MANDATORY,7191563
343,2355,87,7,1,MANDATORY,7658955
344,2355,968,8,0,MANDATORY,4965264
345,2355,556,8,4,MANDATORY,7691398
346,2355,2339,7,4,MANDATORY,5353467
347,2355,984,8,4,INDIVIDUAL_NON_MANDATORY,5807690
348,2355,642,7,2,MANDATORY,4501033
349,2180,2354,8,4,AT_WORK,4501033
350,2355,2073,8,0,AT_WORK,4501033
351,2355,2091,8,2,MANDATORY,5807709
352,2355,1608,8,3,MANDATORY,3491029
353,2355,761,7,0,INDIVIDUAL_NON_MANDATORY,5988403
354,1240,2354,8,2,INDIVIDUAL_NON_MANDATORY,5988403
355,2355,2490,7,5,MANDATORY,6274090
356,2355,1481,7,0,MANDATORY,4501310
357,2355,2571,7,5,INDIVIDUAL_NON_MANDATORY,6274224
358,2124,2354,8,4,INDIVIDUAL_NON_MANDATORY,6274224
359,2355,1038,7,5,MANDATORY,6274292
360,2355,295,8,4,MANDATORY,6826345
361,2355,1231,8,1,MANDATORY,2463571
362,2355,2427,8,5,MANDATORY,4502101
363,2355,2147,8,5,MANDATORY,6275780
364,2355,284,8,4,MANDATORY,2563076
365,2355,2642,8,2,MANDATORY,4780408
366,2355,1787,7,5,MANDATORY,7194355
367,2355,1776,7,3,MANDATORY,6606344
368,2355,1563,8,0,INDIVIDUAL_NON_MANDATORY,2710713
369,2355,2062,8,5,MANDATORY,4082688
370,2355,631,8,4,INDIVIDUAL_NON_MANDATORY,1623386
371,1027,2354,8,0,INDIVIDUAL_NON_MANDATORY,1623386
372,2355,2579,7,1,MANDATORY,5354243
373,2355,569,7,3,MANDATORY,2711167
374,2355,2555,8,1,INDIVIDUAL_NON_MANDATORY,6826768
375,2355,1198,7,1,INDIVIDUAL_NON_MANDATORY,3060093
376,2355,1476,8,1,INDIVIDUAL_NON_MANDATORY,1623429
377,2355,280,7,1,MANDATORY,3491878
378,2355,905,7,2,MANDATORY,2443091
379,1049,2354,7,4,AT_WORK,2443091
380,2355,1048,8,3,AT_WORK,2443091
381,2355,605,7,4,MANDATORY,602894
382,2355,2062,8,1,MANDATORY,422469
383,380,2354,8,2,MANDATORY,422469
384,2355,232,8,0,MANDATORY,422542
385,2476,2059,8,2,AT_WORK,327010
386,2424,1025,8,4,AT_WORK,327010
387,621,1393,8,1,AT_WORK,327010
388,2355,1106,7,4,MANDATORY,119941
389,2355,1385,8,1,MANDATORY,603013
390,2355,1292,8,1,MANDATORY,422596
391,2355,115,7,1,MANDATORY,6606590
392,2355,1424,7,5,MANDATORY,328456
393,2355,713,8,2,MANDATORY,327309
394,2355,1128,8,1,MANDATORY,982814
395,2355,1151,8,4,MANDATORY,982585
396,2355,409,7,0,MANDATORY,328675
397,2355,632,7,1,MANDATORY,4503441
398,2355,417,8,2,INDIVIDUAL_NON_MANDATORY,560136
399,2355,1589,8,4,MANDATORY,657902
400,2355,450,8,5,MANDATORY,2190173
401,2355,2293,7,0,MANDATORY,330599
402,2355,1061,7,0,MANDATORY,423724
403,2355,1779,8,4,MANDATORY,1973729
404,2355,1087,7,5,INDIVIDUAL_NON_MANDATORY,984347
405,2355,1682,7,3,MANDATORY,7760912
406,2355,1341,7,2,MANDATORY,657063
407,1933,84,7,1,MANDATORY,657063
408,2355,680,8,1,MANDATORY,70806
409,2355,195,7,3,MANDATORY,4315096
410,2355,1824,7,0,INDIVIDUAL_NON_MANDATORY,6607943
411,2355,1736,8,1,MANDATORY,4115286
412,2355,368,8,0,MANDATORY,5354690
413,2355,286,8,5,MANDATORY,1666115
414,2355,356,8,0,MANDATORY,6185249
415,2355,408,8,5,MANDATORY,903650
416,2373,1980,8,1,MANDATORY,903650
417,2355,2174,8,1,MANDATORY,2209646
418,2355,1480,8,3,MANDATORY,5354858
419,2355,131,8,2,MANDATORY,3953451
420,2355,1739,7,0,MANDATORY,2464686
421,2355,443,7,4,MANDATORY,5989312
422,2355,2280,8,2,MANDATORY,5625216
423,2355,1453,7,4,MANDATORY,5625199
424,2355,295,8,5,MANDATORY,3828742
425,2355,2114,7,1,MANDATORY,4505035
426,2355,1546,7,1,MANDATORY,2713523
427,2355,1246,7,4,INDIVIDUAL_NON_MANDATORY,6608435
428,2355,2555,8,3,MANDATORY,4782611
429,2355,989,7,3,MANDATORY,70979
430,1878,1542,8,1,MANDATORY,4782827
431,2355,1768,7,3,MANDATORY,4505498
432,2355,2719,7,0,MANDATORY,4783021
433,2355,697,7,1,MANDATORY,577355
434,2355,429,8,0,INDIVIDUAL_NON_MANDATORY,7598140
435,2355,935,7,5,INDIVIDUAL_NON_MANDATORY,7197672
436,2355,1822,7,4,INDIVIDUAL_NON_MANDATORY,6828941
437,2355,2237,8,4,MANDATORY,6284451
438,2355,1024,8,3,MANDATORY,4199721
439,2355,409,8,2,MANDATORY,6284478
440,2355,2621,8,5,MANDATORY,5146039
441,2355,1486,7,4,MANDATORY,7198394
442,2355,1257,8,0,MANDATORY,6285690
443,2355,1328,7,0,MANDATORY,3843707
444,2355,1887,7,5,MANDATORY,5276443
445,2355,986,7,0,MANDATORY,5046852
446,2355,967,7,2,MANDATORY,6261224
447,2355,1694,8,0,MANDATORY,2355283
448,2355,165,7,0,MANDATORY,1895457
449,2355,2350,8,0,INDIVIDUAL_NON_MANDATORY,33602
450,2355,2479,7,4,AT_WORK,7198801
451,2680,2354,7,3,AT_WORK,7198801
452,2355,661,8,5,MANDATORY,4475609
453,2355,595,8,0,INDIVIDUAL_NON_MANDATORY,5276767
454,2355,805,7,5,INDIVIDUAL_NON_MANDATORY,4784017
455,2355,1151,7,2,INDIVIDUAL_NON_MANDATORY,3209565
456,2355,2152,7,3,MANDATORY,6288034
457,2355,139,8,1,MANDATORY,5941396
458,2610,84,8,2,AT_WORK,5941396
459,2355,417,8,1,MANDATORY,4728802
460,2355,280,7,3,MANDATORY,7694920
461,2355,299,8,3,MANDATORY,5356470
462,2355,1861,8,2,MANDATORY,6288560
463,2355,657,7,2,MANDATORY,5356517
464,2355,1764,8,1,INDIVIDUAL_NON_MANDATORY,1666894
465,2355,277,7,3,MANDATORY,5007529
466,2355,920,8,4,MANDATORY,3209665
467,2355,1150,8,0,MANDATORY,7695250
468,754,2354,8,2,AT_WORK,1735293
469,2355,2616,7,4,MANDATORY,4507560
470,2355,345,7,5,MANDATORY,3493576
471,2355,391,7,0,MANDATORY,5919735
472,2355,1373,7,0,MANDATORY,3652481
473,2355,1140,8,3,MANDATORY,3652494
474,2355,2532,8,5,INDIVIDUAL_NON_MANDATORY,2659927
475,2355,2673,7,2,MANDATORY,7641117
476,2355,305,7,1,MANDATORY,498141
477,2355,2044,8,5,MANDATORY,5728901
478,2355,1512,7,3,MANDATORY,4117414
479,2355,408,8,0,MANDATORY,6832908
480,2355,1206,8,4,MANDATORY,7201123
481,2355,822,8,2,MANDATORY,5626126
482,2355,93,8,5,MANDATORY,5253016
483,2355,1247,7,2,MANDATORY,6289623
484,2355,716,7,3,MANDATORY,5919898
485,2355,1588,8,3,INDIVIDUAL_NON_MANDATORY,1431890
486,2355,1214,8,3,MANDATORY,5795860
487,2355,969,8,1,MANDATORY,771432
488,2355,264,8,3,MANDATORY,3653364
489,2355,185,7,3,MANDATORY,3844408
490,2355,910,8,2,MANDATORY,6290667
491,2355,1398,8,1,MANDATORY,2268137
492,2355,1147,7,2,MANDATORY,3653675
493,2355,945,8,5,MANDATORY,6833626
494,2355,995,8,3,MANDATORY,3494090
495,2355,768,8,3,MANDATORY,5809848
496,2355,2675,7,1,MANDATORY,3844524
497,2355,576,8,0,MANDATORY,3761250
498,2355,2142,8,4,MANDATORY,6834853
499,2355,455,8,5,MANDATORY,4379035
500,2355,1795,8,2,MANDATORY,1667376
501,2355,2448,7,5,MANDATORY,1975558
502,2355,1260,7,1,MANDATORY,6292605
503,2355,625,8,3,MANDATORY,1896600
504,2355,1593,8,0,MANDATORY,6835512
505,2355,2645,8,5,MANDATORY,6293213
506,2355,189,8,3,MANDATORY,5358760
507,2355,279,8,0,MANDATORY,5729628
508,2355,1475,8,1,MANDATORY,3784837
509,2355,2577,7,1,MANDATORY,1816515
510,2355,1244,7,0,MANDATORY,331983
511,2355,1797,8,1,INDIVIDUAL_NON_MANDATORY,7778449
512,2355,1329,8,3,MANDATORY,6804782
513,2355,366,7,3,MANDATORY,332429
514,2355,2209,7,3,MANDATORY,5627274
515,2355,216,8,5,MANDATORY,2381902
516,1811,2354,8,1,AT_WORK,2381902
517,2355,888,8,5,MANDATORY,2843082
518,2355,845,7,2,MANDATORY,1976013
519,2355,1343,7,3,MANDATORY,5810508
520,2355,2671,8,3,MANDATORY,7472672
521,2355,1266,7,2,MANDATORY,6261308
522,2355,1737,7,0,INDIVIDUAL_NON_MANDATORY,6188293
523,2355,2552,7,3,MANDATORY,7697575
524,2355,2129,7,0,MANDATORY,4379580
525,2355,1662,7,1,MANDATORY,5074612
526,2355,267,7,5,MANDATORY,3785055
527,2355,2440,8,0,MANDATORY,5225685
528,2355,2505,8,3,MANDATORY,7204396
529,2355,1707,8,0,MANDATORY,6294590
530,2355,276,8,1,MANDATORY,6188621
531,2355,464,7,4,MANDATORY,905607
532,2355,2338,7,5,MANDATORY,3785104
533,2355,2680,7,2,MANDATORY,482831
534,2355,1882,8,2,MANDATORY,2717411
535,2355,1997,7,3,MANDATORY,5359507
536,2355,2052,7,0,MANDATORY,7762476
537,2355,165,8,4,INDIVIDUAL_NON_MANDATORY,34550
538,2355,2665,7,2,MANDATORY,5796595
539,2355,1474,8,2,INDIVIDUAL_NON_MANDATORY,265076
540,2355,760,8,3,MANDATORY,7206137
541,900,2354,8,2,AT_WORK,7206137
542,2355,413,8,4,MANDATORY,7206079
543,2355,951,7,1,MANDATORY,6298291
544,2355,921,8,0,MANDATORY,5359705
545,2355,1913,7,2,MANDATORY,6297663
546,776,2354,7,3,MANDATORY,4787910
547,2355,317,8,1,MANDATORY,4787910
548,2355,1375,7,5,MANDATORY,6297761
549,2355,1998,7,4,MANDATORY,6153757
550,2355,1153,7,5,MANDATORY,1737336
551,2355,750,8,2,MANDATORY,6298979
552,2355,1172,8,1,MANDATORY,2468123
553,2355,2252,8,4,MANDATORY,3495688
554,2355,696,7,2,MANDATORY,1140638
555,2355,1872,7,5,MANDATORY,6300034
556,2355,841,8,3,MANDATORY,2717840
557,2355,1438,7,1,MANDATORY,6300775
558,2355,849,7,5,MANDATORY,7207274
559,2355,2259,8,4,MANDATORY,6189338
560,2355,1291,8,5,MANDATORY,7207776
561,2355,2250,8,2,MANDATORY,6301378
562,2355,186,7,5,MANDATORY,3495813
563,2355,2664,8,4,MANDATORY,3495901
564,2355,356,7,0,MANDATORY,7208264
565,2355,1749,8,5,MANDATORY,4514029
566,2355,2092,7,3,AT_WORK,5110573
567,1082,2354,8,1,AT_WORK,5110573
568,2355,717,8,4,MANDATORY,606625
569,2424,789,7,3,MANDATORY,4207611
570,2424,2584,7,5,MANDATORY,5730580
571,2424,1958,7,4,INDIVIDUAL_NON_MANDATORY,2569447
572,2424,2082,8,2,INDIVIDUAL_NON_MANDATORY,4207781
573,416,2354,8,1,INDIVIDUAL_NON_MANDATORY,4207781
574,2424,610,8,2,INDIVIDUAL_NON_MANDATORY,3062482
575,2424,935,7,5,MANDATORY,6189890
576,2424,1255,7,4,MANDATORY,6304289
577,2424,770,8,5,MANDATORY,4380594
578,2424,1012,7,5,MANDATORY,4207949
579,2424,1515,7,2,MANDATORY,5097231
580,2355,1049,8,5,MANDATORY,6840177
581,2424,141,7,2,MANDATORY,3375802
582,2424,947,8,3,INDIVIDUAL_NON_MANDATORY,5223210
