,1-PGA-1-1
0.000000000000000000e+00,1.689999353623988343e+00
1.000000000000000000e+00,2.770828915834004036e+00
2.000000000000000000e+00,7.993726801183198560e+00
3.000000000000000000e+00,1.775745059312628049e+00
4.000000000000000000e+00,1.287457949646306332e+00
5.000000000000000000e+00,1.795210617010071452e+00
6.000000000000000000e+00,1.949837930822029719e+00
7.000000000000000000e+00,1.284953518762902203e+00
8.000000000000000000e+00,1.197474933492501226e+00
9.000000000000000000e+00,2.762913716864598079e+00
1.000000000000000000e+01,3.639174882846942349e+00
1.100000000000000000e+01,5.097151890606639313e+00
1.200000000000000000e+01,1.318833181054912540e+00
1.300000000000000000e+01,9.778857533278513259e-01
1.400000000000000000e+01,2.188331926423298324e+00
1.500000000000000000e+01,5.218185622374009736e-01
1.600000000000000000e+01,1.573177192981124684e+00
1.700000000000000000e+01,1.546689055818844860e+00
1.800000000000000000e+01,3.463946463764036920e+00
1.900000000000000000e+01,1.089811204415216839e+00
2.000000000000000000e+01,2.128681658183151360e+00
2.100000000000000000e+01,1.523111348432936829e+00
2.200000000000000000e+01,3.112929610350186671e+00
2.300000000000000000e+01,9.483682790071290558e-01
2.400000000000000000e+01,6.884670384030253665e+00
2.500000000000000000e+01,1.391863426661816394e+00
2.600000000000000000e+01,4.862531280659498911e+00
2.700000000000000000e+01,2.538817061455456159e+00
2.800000000000000000e+01,3.554756535294079978e+00
2.900000000000000000e+01,1.516811106828786393e+00
3.000000000000000000e+01,4.613759190617598982e+00
3.100000000000000000e+01,3.854164349674420453e+00
3.200000000000000000e+01,1.648088144146969691e+00
3.300000000000000000e+01,2.402999310790745024e+00
3.400000000000000000e+01,2.058520609037531202e+00
3.500000000000000000e+01,4.333758082019839364e+00
3.600000000000000000e+01,3.218509063026448569e+00
3.700000000000000000e+01,1.188011709272814409e+00
3.800000000000000000e+01,2.795477846360879148e+00
3.900000000000000000e+01,3.228562744939664775e+00
4.000000000000000000e+01,1.073252901865519915e+00
4.100000000000000000e+01,2.116323147708470298e+00
4.200000000000000000e+01,3.155525049318558040e+00
4.300000000000000000e+01,2.121945034666615548e+00
4.400000000000000000e+01,2.838978062574661454e+00
4.500000000000000000e+01,2.067025252903733623e+00
4.600000000000000000e+01,2.672739256450491929e+00
4.700000000000000000e+01,1.538373024212741580e+00
4.800000000000000000e+01,5.327194859365122603e+00
4.900000000000000000e+01,2.095682644786285742e+00
5.000000000000000000e+01,2.363562979341957249e+00
5.100000000000000000e+01,7.954550592013917010e-01
5.200000000000000000e+01,3.562153586425249152e+00
5.300000000000000000e+01,1.276724092610312722e+00
5.400000000000000000e+01,1.076148037412623326e+00
5.500000000000000000e+01,4.334257201455924857e+00
5.600000000000000000e+01,2.490230309687901045e+00
5.700000000000000000e+01,1.049974888099346915e+00
5.800000000000000000e+01,3.336058840361874722e+00
5.900000000000000000e+01,2.088191294162555334e+00
6.000000000000000000e+01,1.250147280690802498e+00
6.100000000000000000e+01,9.737998626316697326e-01
6.200000000000000000e+01,1.655713144441211648e+00
6.300000000000000000e+01,1.962791592281128539e+00
6.400000000000000000e+01,4.579784201030118851e+00
6.500000000000000000e+01,1.626047955175750070e+00
6.600000000000000000e+01,1.124777618731463535e+00
6.700000000000000000e+01,2.149464820339237026e+00
6.800000000000000000e+01,7.143278593907267826e+00
6.900000000000000000e+01,3.518788212623814804e+00
7.000000000000000000e+01,7.391315095837814875e-01
7.100000000000000000e+01,3.352141600929254839e+00
7.200000000000000000e+01,5.339724723681025687e+00
7.300000000000000000e+01,3.852849938059089929e+00
7.400000000000000000e+01,9.091327822452295315e-01
7.500000000000000000e+01,3.230533511539344982e+00
7.600000000000000000e+01,6.714081286463315923e-01
7.700000000000000000e+01,2.656973963250090609e+00
7.800000000000000000e+01,1.929839751013760596e+00
7.900000000000000000e+01,7.696354701161823852e-01
8.000000000000000000e+01,2.942500373589202134e+00
8.100000000000000000e+01,1.064415551857939679e+00
8.200000000000000000e+01,3.064192286409348043e+00
8.300000000000000000e+01,2.081680196380780945e+00
8.400000000000000000e+01,3.890661970053821861e+00
8.500000000000000000e+01,1.468188115851086994e+00
8.600000000000000000e+01,1.579785916479753416e+00
8.700000000000000000e+01,4.057023295404174057e+00
8.800000000000000000e+01,1.804141045238260244e+00
8.900000000000000000e+01,3.493159001667515806e+00
9.000000000000000000e+01,2.774912061285620180e+00
9.100000000000000000e+01,1.374217947731170675e+00
9.200000000000000000e+01,2.358620483381457245e+00
9.300000000000000000e+01,5.478232500318735987e+00
9.400000000000000000e+01,4.731201916766724302e+00
9.500000000000000000e+01,2.614301817860066102e+00
9.600000000000000000e+01,5.357647990990521691e+00
9.700000000000000000e+01,2.785377040880694377e+00
9.800000000000000000e+01,1.639970463841793347e+00
9.900000000000000000e+01,2.024417175887495812e+00
