#Num,collapses/collapsed,highest_damage_state/S,reconstruction/cost_impractical,reconstruction/cost,reconstruction/time,inhabitants/,injuries/sev1,injuries/sev2,injuries/sev3,injuries/sev4
0,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
1,0.0,1,0,18867.510000000002,2.0,1.0,0.0005,0.0,0.0,0.0
2,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
3,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
4,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
6,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
7,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.0,1,0,18867.510000000002,2.0,1.0,0.0005,0.0,0.0,0.0
9,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
10,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
11,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
12,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
14,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
15,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
17,0.0,1,0,18867.510000000002,2.0,1.0,0.0005,0.0,0.0,0.0
18,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
19,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
20,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
21,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0.0,1,0,18867.510000000002,2.0,1.0,0.0005,0.0,0.0,0.0
23,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
25,1.0,4,0,943375.5,1.0,1.0,0.4,0.2,0.05,0.1
26,1.0,4,0,943375.5,1.0,1.0,0.4,0.2,0.05,0.1
27,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
28,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
31,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
32,1.0,4,0,943375.5,1.0,1.0,0.4,0.2,0.05,0.1
33,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
34,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
36,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
37,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,1.0,4,0,943375.5,1.0,1.0,0.4,0.2,0.05,0.1
39,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
41,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
42,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
43,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,0.0,1,0,18867.510000000002,2.0,1.0,0.0005,0.0,0.0,0.0
45,0.0,2,0,94337.55,30.0,1.0,0.0034999999999999996,0.004,1e-05,1e-05
46,0.0,3,0,421688.8485,90.0,1.0,0.02,0.002,2e-05,2e-05
47,1.0,4,0,943375.5,1.0,1.0,0.4,0.2,0.05,0.1
48,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
49,0.0,4,0,943375.5,180.0,1.0,0.1,0.02,0.0002,0.0002
