,1-PGA-1-1
0.000000000000000000e+00,2.016352624605719068e+00
1.000000000000000000e+00,3.748187361157098163e+00
2.000000000000000000e+00,6.167111525959810159e+00
3.000000000000000000e+00,2.409430026656004475e+00
4.000000000000000000e+00,1.575797918369500783e+00
5.000000000000000000e+00,1.661812935637622335e+00
6.000000000000000000e+00,3.182666564111653162e+00
7.000000000000000000e+00,1.585247376467357361e+00
8.000000000000000000e+00,2.171629849118875910e+00
9.000000000000000000e+00,3.377200745504691515e+00
1.000000000000000000e+01,4.754394058766639120e+00
1.100000000000000000e+01,7.370975591137766791e+00
1.200000000000000000e+01,1.955236467888998630e+00
1.300000000000000000e+01,1.939645653646610235e+00
1.400000000000000000e+01,3.020121420214497920e+00
1.500000000000000000e+01,8.598578456255950853e-01
1.600000000000000000e+01,2.336473364615650805e+00
1.700000000000000000e+01,1.879387628214479466e+00
1.800000000000000000e+01,4.797620478245648634e+00
1.900000000000000000e+01,1.455325570313925621e+00
2.000000000000000000e+01,3.170170172642798434e+00
2.100000000000000000e+01,1.466690365035965504e+00
2.200000000000000000e+01,3.586216594239964195e+00
2.300000000000000000e+01,1.208414325679581847e+00
2.400000000000000000e+01,8.886604122523921845e+00
2.500000000000000000e+01,2.046326429116642753e+00
2.600000000000000000e+01,5.326276734839716198e+00
2.700000000000000000e+01,4.016714919416825680e+00
2.800000000000000000e+01,4.031352271736390769e+00
2.900000000000000000e+01,2.439803265065003668e+00
3.000000000000000000e+01,4.045998655493224128e+00
3.100000000000000000e+01,3.968818726334684577e+00
3.200000000000000000e+01,2.249310551514979384e+00
3.300000000000000000e+01,2.574710456997792551e+00
3.400000000000000000e+01,2.946027066719771881e+00
3.500000000000000000e+01,6.096723660455650950e+00
3.600000000000000000e+01,3.908828825249367700e+00
3.700000000000000000e+01,1.531281751192121288e+00
3.800000000000000000e+01,3.756480700480961055e+00
3.900000000000000000e+01,3.940365470632936962e+00
4.000000000000000000e+01,1.630117966802220320e+00
4.100000000000000000e+01,2.407512862386554708e+00
4.200000000000000000e+01,2.696058409385550192e+00
4.300000000000000000e+01,2.262992527310329294e+00
4.400000000000000000e+01,3.513102443996848123e+00
4.500000000000000000e+01,3.312182632056233977e+00
4.600000000000000000e+01,3.616941547471406615e+00
4.700000000000000000e+01,1.758011428626566675e+00
4.800000000000000000e+01,6.111610112025974040e+00
4.900000000000000000e+01,2.654455099096387549e+00
5.000000000000000000e+01,3.153520525731499102e+00
5.100000000000000000e+01,1.847455713673266775e+00
5.200000000000000000e+01,4.548947691096123513e+00
5.300000000000000000e+01,2.131965349627314321e+00
5.400000000000000000e+01,1.439065774777930740e+00
5.500000000000000000e+01,7.186660992259992220e+00
5.600000000000000000e+01,3.567246285592219568e+00
5.700000000000000000e+01,1.385846715503657345e+00
5.800000000000000000e+01,4.332425573232593585e+00
5.900000000000000000e+01,3.152132714609582109e+00
6.000000000000000000e+01,1.467254539452688356e+00
6.100000000000000000e+01,1.249539959450041371e+00
6.200000000000000000e+01,2.501011403761383090e+00
6.300000000000000000e+01,3.237956466053675264e+00
6.400000000000000000e+01,5.848588869515570998e+00
6.500000000000000000e+01,2.072575155547875525e+00
6.600000000000000000e+01,1.462519446350129204e+00
6.700000000000000000e+01,2.493372005750861931e+00
6.800000000000000000e+01,6.632255873872659357e+00
6.900000000000000000e+01,3.678400841712407665e+00
7.000000000000000000e+01,1.090658035195820608e+00
7.100000000000000000e+01,3.679594788238280234e+00
7.200000000000000000e+01,6.903876899697681147e+00
7.300000000000000000e+01,4.570948299915173152e+00
7.400000000000000000e+01,1.418219506910892269e+00
7.500000000000000000e+01,3.009260366179897783e+00
7.600000000000000000e+01,1.084009246246215863e+00
7.700000000000000000e+01,2.466969649015887445e+00
7.800000000000000000e+01,2.837064843550083815e+00
7.900000000000000000e+01,1.484783381208544029e+00
8.000000000000000000e+01,3.915384899757996529e+00
8.100000000000000000e+01,1.497873204921682078e+00
8.200000000000000000e+01,2.926274662143974137e+00
8.300000000000000000e+01,2.648768846668581034e+00
8.400000000000000000e+01,5.966949438232430403e+00
8.500000000000000000e+01,1.968229404059393950e+00
8.600000000000000000e+01,1.550325877062021629e+00
8.700000000000000000e+01,4.078521722590057408e+00
8.800000000000000000e+01,2.251907655114289586e+00
8.900000000000000000e+01,4.144167015139778698e+00
9.000000000000000000e+01,3.588266837343175641e+00
9.100000000000000000e+01,2.156009790104334467e+00
9.200000000000000000e+01,2.396890414239450262e+00
9.300000000000000000e+01,6.887477291542159819e+00
9.400000000000000000e+01,5.140793681303688523e+00
9.500000000000000000e+01,3.156584775654931452e+00
9.600000000000000000e+01,5.566342970244996025e+00
9.700000000000000000e+01,4.001581787585711147e+00
9.800000000000000000e+01,1.555587393520293515e+00
9.900000000000000000e+01,2.095230980130503795e+00
