,1-PGA-1-1
0.000000000000000000e+00,2.584442259091572769e+00
1.000000000000000000e+00,3.884933323212805600e+00
2.000000000000000000e+00,6.216996752145099059e+00
3.000000000000000000e+00,2.791244472302116364e+00
4.000000000000000000e+00,1.459822343074191009e+00
5.000000000000000000e+00,2.558138431764801712e+00
6.000000000000000000e+00,2.205796014512300118e+00
7.000000000000000000e+00,1.625987045824305532e+00
8.000000000000000000e+00,2.044594003065652643e+00
9.000000000000000000e+00,3.200314508164141980e+00
1.000000000000000000e+01,4.293803670402876804e+00
1.100000000000000000e+01,6.664937486574862291e+00
1.200000000000000000e+01,1.396561235984177030e+00
1.300000000000000000e+01,1.849671579220134587e+00
1.400000000000000000e+01,2.172063374042137784e+00
1.500000000000000000e+01,9.036934337038162735e-01
1.600000000000000000e+01,1.720011252120351886e+00
1.700000000000000000e+01,1.745690687096666194e+00
1.800000000000000000e+01,3.577954552133988386e+00
1.900000000000000000e+01,1.643547943413954382e+00
2.000000000000000000e+01,3.777942426827272104e+00
2.100000000000000000e+01,1.663178396889762212e+00
2.200000000000000000e+01,2.870548635827051775e+00
2.300000000000000000e+01,1.107003790682705935e+00
2.400000000000000000e+01,6.094580045895619413e+00
2.500000000000000000e+01,2.869965845254649039e+00
2.600000000000000000e+01,4.572196717700335533e+00
2.700000000000000000e+01,3.067509130435337017e+00
2.800000000000000000e+01,3.875786891611847640e+00
2.900000000000000000e+01,2.553739783014644882e+00
3.000000000000000000e+01,5.805263278808024729e+00
3.100000000000000000e+01,2.341157503860707312e+00
3.200000000000000000e+01,2.209546406762112003e+00
3.300000000000000000e+01,2.890531879002584237e+00
3.400000000000000000e+01,2.587791313412830085e+00
3.500000000000000000e+01,5.212034516436788500e+00
3.600000000000000000e+01,3.712686104217376215e+00
3.700000000000000000e+01,2.113826447614760351e+00
3.800000000000000000e+01,3.969490140919445409e+00
3.900000000000000000e+01,3.233446146312795477e+00
4.000000000000000000e+01,1.520624513942275380e+00
4.100000000000000000e+01,1.680487337721344065e+00
4.200000000000000000e+01,3.519700409691412624e+00
4.300000000000000000e+01,2.142214744067084897e+00
4.400000000000000000e+01,4.020732873503703786e+00
4.500000000000000000e+01,3.120246866009904974e+00
4.600000000000000000e+01,3.199398258670656414e+00
4.700000000000000000e+01,1.990099034963549229e+00
4.800000000000000000e+01,5.136227730923324408e+00
4.900000000000000000e+01,2.117104559271500097e+00
5.000000000000000000e+01,2.988773180219296499e+00
5.100000000000000000e+01,2.371839684726529729e+00
5.200000000000000000e+01,3.078307454540769594e+00
5.300000000000000000e+01,2.437659274191743997e+00
5.400000000000000000e+01,1.526939926636512457e+00
5.500000000000000000e+01,5.671485979057889537e+00
5.600000000000000000e+01,3.665117665053742702e+00
5.700000000000000000e+01,1.405843201755093919e+00
5.800000000000000000e+01,5.294204107270963355e+00
5.900000000000000000e+01,3.268384311736415526e+00
6.000000000000000000e+01,1.086635623232092174e+00
6.100000000000000000e+01,1.106245783046510001e+00
6.200000000000000000e+01,2.376428176222389776e+00
6.300000000000000000e+01,2.679533777898167379e+00
6.400000000000000000e+01,5.408670940549004769e+00
6.500000000000000000e+01,1.717925486752202469e+00
6.600000000000000000e+01,1.817345451169042114e+00
6.700000000000000000e+01,2.708803384459552710e+00
6.800000000000000000e+01,5.441656568170350816e+00
6.900000000000000000e+01,3.710000443702169637e+00
7.000000000000000000e+01,9.530164040631691202e-01
7.100000000000000000e+01,4.553998555149278538e+00
7.200000000000000000e+01,4.496219927223035207e+00
7.300000000000000000e+01,3.992622155708593912e+00
7.400000000000000000e+01,1.462714931902837856e+00
7.500000000000000000e+01,3.690418390582757002e+00
7.600000000000000000e+01,1.283885964767854215e+00
7.700000000000000000e+01,2.577277635150599711e+00
7.800000000000000000e+01,2.460692406352640305e+00
7.900000000000000000e+01,1.361593935871746819e+00
8.000000000000000000e+01,3.763707202536722640e+00
8.100000000000000000e+01,1.228758412731975280e+00
8.200000000000000000e+01,2.902197961056647735e+00
8.300000000000000000e+01,2.827162552089745429e+00
8.400000000000000000e+01,4.438493742710684309e+00
8.500000000000000000e+01,1.968361091700063792e+00
8.600000000000000000e+01,1.513429704879953652e+00
8.700000000000000000e+01,4.038208676003447906e+00
8.800000000000000000e+01,2.074204047238014326e+00
8.900000000000000000e+01,3.980732016725649913e+00
9.000000000000000000e+01,4.259510040626376615e+00
9.100000000000000000e+01,2.010583528596859626e+00
9.200000000000000000e+01,2.654333304005979777e+00
9.300000000000000000e+01,5.841736909834146729e+00
9.400000000000000000e+01,6.391482414365595055e+00
9.500000000000000000e+01,4.268323463924025063e+00
9.600000000000000000e+01,4.725004676350545552e+00
9.700000000000000000e+01,4.320189097261577515e+00
9.800000000000000000e+01,1.538081702426043362e+00
9.900000000000000000e+01,1.672788804415323183e+00
