#Num,collapses/collapsed,highest_damage_state/S,reconstruction/cost_impractical,reconstruction/cost,reconstruction/time,inhabitants/,injuries/sev1,injuries/sev2,injuries/sev3,injuries/sev4
0,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
1,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
2,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
3,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
4,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.0,1,0,82142.39,5.0,1.0,0.0005,0.0,0.0,0.0
7,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
8,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
9,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
10,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
11,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
12,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
13,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
14,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
15,0.0,1,0,82142.39,5.0,1.0,0.0005,0.0,0.0,0.0
16,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
17,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
18,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
19,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
20,0.0,1,0,82142.39,5.0,1.0,0.0005,0.0,0.0,0.0
21,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
22,1.0,4,0,4107119.5,1.0,1.0,0.4,0.2,0.05,0.1
23,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
24,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
25,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
26,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
28,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
29,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
30,1.0,4,0,4107119.5,1.0,1.0,0.4,0.2,0.05,0.1
31,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
32,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
33,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
34,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
36,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
37,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
38,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
39,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
40,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
41,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
42,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
43,0.0,1,0,82142.39,5.0,1.0,0.0005,0.0,0.0,0.0
44,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
45,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
46,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
47,0.0,2,0,410711.95,30.0,1.0,0.0025,0.0003,0.0,0.0
48,0.0,4,0,4107119.5,240.0,1.0,0.05,0.01,0.0001,0.0001
49,0.0,3,0,1696240.3535,120.0,1.0,0.01,0.001,1e-05,1e-05
