,Collapse,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood
,probability,S,S,S,S,S,S
, ,0,1_1,2_1,3_1,4_1,4_2
0,0.08,0.17391304347826086,0.19565217391304346,0.15217391304347827,0.2391304347826087,0.2391304347826087,
