#Num,collapses/collapsed,highest_damage_state/S,reconstruction/cost_impractical,reconstruction/cost,reconstruction/time,inhabitants/,injuries/sev1,injuries/sev2,injuries/sev3,injuries/sev4
0,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
1,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
2,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
3,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
4,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
5,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
7,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
9,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
10,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
11,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
12,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
14,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
15,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
17,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
20,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
21,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
22,1.0,4,0,465025.0,1.0,1.0,0.4,0.2,0.05,0.1
23,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
25,1.0,4,0,465025.0,1.0,1.0,0.4,0.2,0.05,0.1
26,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
27,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
28,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
29,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
30,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
31,1.0,4,0,465025.0,1.0,1.0,0.4,0.2,0.05,0.1
32,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
33,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
34,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
36,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
37,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
38,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
39,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
40,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
41,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
42,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
43,0.0,2,0,46502.5,30.0,1.0,0.002,0.00025,0.0,0.0
44,1.0,4,0,465025.0,1.0,1.0,0.4,0.2,0.05,0.1
45,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
46,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
47,0.0,3,0,207866.17500000002,90.0,1.0,0.01,0.001,1e-05,1e-05
48,0.0,4,0,465025.0,180.0,1.0,0.05,0.01,0.0001,0.0001
49,0.0,1,0,9300.5,2.0,1.0,0.0005,0.0,0.0,0.0
