,1-PGA-1-1
0.000000000000000000e+00,1.861214144579017571e+00
1.000000000000000000e+00,2.849013569318802119e+00
2.000000000000000000e+00,9.091965175575358771e+00
3.000000000000000000e+00,2.096290104977411417e+00
4.000000000000000000e+00,1.641727981618701371e+00
5.000000000000000000e+00,2.404718273471117662e+00
6.000000000000000000e+00,1.940208238887336067e+00
7.000000000000000000e+00,1.685634044513289131e+00
8.000000000000000000e+00,1.953080010871444117e+00
9.000000000000000000e+00,3.021316004141855416e+00
1.000000000000000000e+01,4.174415833384701457e+00
1.100000000000000000e+01,6.047400960521381208e+00
1.200000000000000000e+01,2.159707245900186923e+00
1.300000000000000000e+01,1.194090723594237513e+00
1.400000000000000000e+01,2.298642387849398006e+00
1.500000000000000000e+01,8.258527316168404742e-01
1.600000000000000000e+01,2.809675159324728888e+00
1.700000000000000000e+01,1.717152016550481664e+00
1.800000000000000000e+01,4.956866940563901203e+00
1.900000000000000000e+01,1.144672839385495688e+00
2.000000000000000000e+01,2.704559757157831701e+00
2.100000000000000000e+01,2.550132397728401834e+00
2.200000000000000000e+01,3.759702959385920362e+00
2.300000000000000000e+01,9.600630627776359782e-01
2.400000000000000000e+01,7.190677825351866836e+00
2.500000000000000000e+01,2.244638145886087788e+00
2.600000000000000000e+01,4.070582631708626664e+00
2.700000000000000000e+01,3.015791652192896244e+00
2.800000000000000000e+01,4.001033497783514470e+00
2.900000000000000000e+01,2.143842202322243651e+00
3.000000000000000000e+01,4.411279216540949122e+00
3.100000000000000000e+01,3.556420636316102613e+00
3.200000000000000000e+01,2.191485561375525304e+00
3.300000000000000000e+01,2.861679843706134374e+00
3.400000000000000000e+01,1.684260162715628617e+00
3.500000000000000000e+01,3.895577620428666954e+00
3.600000000000000000e+01,3.308967834191535395e+00
3.700000000000000000e+01,1.419148668726661677e+00
3.800000000000000000e+01,3.105036332472575378e+00
3.900000000000000000e+01,2.850404476494210027e+00
4.000000000000000000e+01,1.569264700877288199e+00
4.100000000000000000e+01,2.088992506452721720e+00
4.200000000000000000e+01,3.325296849998191195e+00
4.300000000000000000e+01,2.604171581622031884e+00
4.400000000000000000e+01,3.125985908654700829e+00
4.500000000000000000e+01,2.128916204067266893e+00
4.600000000000000000e+01,2.971701573369001981e+00
4.700000000000000000e+01,1.919891842499159562e+00
4.800000000000000000e+01,4.844892594772370664e+00
4.900000000000000000e+01,1.852133248383273312e+00
5.000000000000000000e+01,2.871775731408406251e+00
5.100000000000000000e+01,1.345025774749260661e+00
5.200000000000000000e+01,4.465615761866477129e+00
5.300000000000000000e+01,1.756955507676505768e+00
5.400000000000000000e+01,1.790447115055567195e+00
5.500000000000000000e+01,5.107069075708853489e+00
5.600000000000000000e+01,2.942593100094279102e+00
5.700000000000000000e+01,1.562823185138083382e+00
5.800000000000000000e+01,3.672009540831550733e+00
5.900000000000000000e+01,2.123266512996959232e+00
6.000000000000000000e+01,1.336062719202356197e+00
6.100000000000000000e+01,1.769626318674300425e+00
6.200000000000000000e+01,2.979090210679187667e+00
6.300000000000000000e+01,3.051415516838281050e+00
6.400000000000000000e+01,5.368978354613856752e+00
6.500000000000000000e+01,2.098964681205541805e+00
6.600000000000000000e+01,1.528066439219680106e+00
6.700000000000000000e+01,2.784118228405700890e+00
6.800000000000000000e+01,7.738770187026403846e+00
6.900000000000000000e+01,4.481880715067743992e+00
7.000000000000000000e+01,1.126520553849930995e+00
7.100000000000000000e+01,2.968379836641105829e+00
7.200000000000000000e+01,4.305935463828110876e+00
7.300000000000000000e+01,4.215659882374938050e+00
7.400000000000000000e+01,9.808879909552050691e-01
7.500000000000000000e+01,3.358336375710645250e+00
7.600000000000000000e+01,1.253144384162065972e+00
7.700000000000000000e+01,3.079450946047769033e+00
7.800000000000000000e+01,3.019761027388795149e+00
7.900000000000000000e+01,1.351762237592436522e+00
8.000000000000000000e+01,3.256803857504394717e+00
8.100000000000000000e+01,1.441914095276521257e+00
8.200000000000000000e+01,4.016342497741867135e+00
8.300000000000000000e+01,2.113099528847492969e+00
8.400000000000000000e+01,4.308795070956493944e+00
8.500000000000000000e+01,1.751739140617080581e+00
8.600000000000000000e+01,1.785847268322913850e+00
8.700000000000000000e+01,4.304137377021208799e+00
8.800000000000000000e+01,2.891661256544288960e+00
8.900000000000000000e+01,4.471851868197756374e+00
9.000000000000000000e+01,5.269376675149819000e+00
9.100000000000000000e+01,1.820449636116995284e+00
9.200000000000000000e+01,3.046647901021060978e+00
9.300000000000000000e+01,5.474715352774877530e+00
9.400000000000000000e+01,4.924703953309504278e+00
9.500000000000000000e+01,2.751745242573343297e+00
9.600000000000000000e+01,4.895717604032865822e+00
9.700000000000000000e+01,3.002953482578863742e+00
9.800000000000000000e+01,2.761426327872291697e+00
9.900000000000000000e+01,2.705162917467850203e+00
