,1-PGA-1-1
0.000000000000000000e+00,1.599245297527831067e+00
1.000000000000000000e+00,3.021059929300134339e+00
2.000000000000000000e+00,6.663071798210111751e+00
3.000000000000000000e+00,1.679487006770146618e+00
4.000000000000000000e+00,8.313370783674193243e-01
5.000000000000000000e+00,1.668277632237785912e+00
6.000000000000000000e+00,2.068905977340348645e+00
7.000000000000000000e+00,1.519566327254639582e+00
8.000000000000000000e+00,1.236385828717836644e+00
9.000000000000000000e+00,2.859665547298381405e+00
1.000000000000000000e+01,2.952535845402212367e+00
1.100000000000000000e+01,5.467507156892725817e+00
1.200000000000000000e+01,1.689630748977983599e+00
1.300000000000000000e+01,1.863302913665879190e+00
1.400000000000000000e+01,1.627943345357137472e+00
1.500000000000000000e+01,4.708368227180586563e-01
1.600000000000000000e+01,1.640670139965620500e+00
1.700000000000000000e+01,1.920532339778890263e+00
1.800000000000000000e+01,3.647872363346531532e+00
1.900000000000000000e+01,7.984673178895493884e-01
2.000000000000000000e+01,3.174335770064659723e+00
2.100000000000000000e+01,1.547558921466660298e+00
2.200000000000000000e+01,2.591060795339712008e+00
2.300000000000000000e+01,1.094026032795015535e+00
2.400000000000000000e+01,4.548822471129180478e+00
2.500000000000000000e+01,2.437768258493155482e+00
2.600000000000000000e+01,4.379921567431429352e+00
2.700000000000000000e+01,2.999293951134961222e+00
2.800000000000000000e+01,3.830991525416225674e+00
2.900000000000000000e+01,2.119637971655633280e+00
3.000000000000000000e+01,5.193181229239691277e+00
3.100000000000000000e+01,3.064043748238304055e+00
3.200000000000000000e+01,1.573581329781937654e+00
3.300000000000000000e+01,3.526389645353234847e+00
3.400000000000000000e+01,1.963721923585108664e+00
3.500000000000000000e+01,3.791764970582075733e+00
3.600000000000000000e+01,3.448270507340358559e+00
3.700000000000000000e+01,1.658871078893823681e+00
3.800000000000000000e+01,3.336461262507122161e+00
3.900000000000000000e+01,2.628840742506879380e+00
4.000000000000000000e+01,1.649075389435332939e+00
4.100000000000000000e+01,1.873303551973834136e+00
4.200000000000000000e+01,3.943005365964431075e+00
4.300000000000000000e+01,2.289032531823050221e+00
4.400000000000000000e+01,3.719134087694148771e+00
4.500000000000000000e+01,2.779159218396854314e+00
4.600000000000000000e+01,3.534270914389773477e+00
4.700000000000000000e+01,2.068378858786108943e+00
4.800000000000000000e+01,4.471370068103889928e+00
4.900000000000000000e+01,1.472324451334938722e+00
5.000000000000000000e+01,3.099715325625146178e+00
5.100000000000000000e+01,1.665414446047410513e+00
5.200000000000000000e+01,3.733210380870210177e+00
5.300000000000000000e+01,1.675027860968206772e+00
5.400000000000000000e+01,1.553911462777877395e+00
5.500000000000000000e+01,3.616291420047460292e+00
5.600000000000000000e+01,2.888837611737336886e+00
5.700000000000000000e+01,1.181901366588202329e+00
5.800000000000000000e+01,3.558464986333360613e+00
5.900000000000000000e+01,2.207320825369606609e+00
6.000000000000000000e+01,1.278883698065352847e+00
6.100000000000000000e+01,1.081252394849198106e+00
6.200000000000000000e+01,1.908234841935898984e+00
6.300000000000000000e+01,2.141634793124476577e+00
6.400000000000000000e+01,5.247780159569725988e+00
6.500000000000000000e+01,1.262125298778570270e+00
6.600000000000000000e+01,1.509501327332448017e+00
6.700000000000000000e+01,2.744267771023467084e+00
6.800000000000000000e+01,4.459399415803518174e+00
6.900000000000000000e+01,3.741948525931185543e+00
7.000000000000000000e+01,7.335009767914915102e-01
7.100000000000000000e+01,2.925833900837475632e+00
7.200000000000000000e+01,3.421557869835064380e+00
7.300000000000000000e+01,3.161212126432663805e+00
7.400000000000000000e+01,1.219799294175048177e+00
7.500000000000000000e+01,3.298251447326882690e+00
7.600000000000000000e+01,6.859361093973719292e-01
7.700000000000000000e+01,1.682817663918248385e+00
7.800000000000000000e+01,2.232322520984836967e+00
7.900000000000000000e+01,1.566127118050536726e+00
8.000000000000000000e+01,5.070217877543523599e+00
8.100000000000000000e+01,6.916980600230810960e-01
8.200000000000000000e+01,2.774140306431687630e+00
8.300000000000000000e+01,2.486088269450749788e+00
8.400000000000000000e+01,2.464345808782244518e+00
8.500000000000000000e+01,1.892310787934570637e+00
8.600000000000000000e+01,1.484485585511461370e+00
8.700000000000000000e+01,3.531732409335313516e+00
8.800000000000000000e+01,1.668912057073055122e+00
8.900000000000000000e+01,4.001282651834275228e+00
9.000000000000000000e+01,3.174936746287484901e+00
9.100000000000000000e+01,1.559239264893403476e+00
9.200000000000000000e+01,2.552802689047726670e+00
9.300000000000000000e+01,4.669429953600573668e+00
9.400000000000000000e+01,5.696482967014864229e+00
9.500000000000000000e+01,2.266412552822530735e+00
9.600000000000000000e+01,3.494457366933910958e+00
9.700000000000000000e+01,3.488964925904523895e+00
9.800000000000000000e+01,1.797057352646165951e+00
9.900000000000000000e+01,1.515631697192298066e+00
