,Collapse,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood
,probability,S,S,S,S,S,S
, ,0,1_1,2_1,3_1,4_1,4_2
0,0.06,0.23404255319148937,0.06382978723404253,0.21276595744680854,0.3191489361702128,0.1702127659574468,
