,1-PGA-1-1
0.000000000000000000e+00,1.912387054687135324e+00
1.000000000000000000e+00,2.694385121620891610e+00
2.000000000000000000e+00,8.284734584279643599e+00
3.000000000000000000e+00,1.751955837546077088e+00
4.000000000000000000e+00,1.018080738200826119e+00
5.000000000000000000e+00,2.385744662187711640e+00
6.000000000000000000e+00,2.066704502395575460e+00
7.000000000000000000e+00,1.552061381573970111e+00
8.000000000000000000e+00,1.953080010871444117e+00
9.000000000000000000e+00,3.021316004141855416e+00
1.000000000000000000e+01,4.651629687578438421e+00
1.100000000000000000e+01,6.047400960521381208e+00
1.200000000000000000e+01,2.159707245900186923e+00
1.300000000000000000e+01,1.160244112698420427e+00
1.400000000000000000e+01,2.084587428343399829e+00
1.500000000000000000e+01,7.677127083406377617e-01
1.600000000000000000e+01,2.578957603645684049e+00
1.700000000000000000e+01,1.913059877677667275e+00
1.800000000000000000e+01,4.775606956677117765e+00
1.900000000000000000e+01,1.197787449826550166e+00
2.000000000000000000e+01,2.561828224144930388e+00
2.100000000000000000e+01,2.248625744943412830e+00
2.200000000000000000e+01,4.080556839468497898e+00
2.300000000000000000e+01,1.077982213609369078e+00
2.400000000000000000e+01,6.902448233104183650e+00
2.500000000000000000e+01,2.433425339147265110e+00
2.600000000000000000e+01,4.182059759708090851e+00
2.700000000000000000e+01,2.547802453054047955e+00
2.800000000000000000e+01,4.073200779230047530e+00
2.900000000000000000e+01,2.143842202322243651e+00
3.000000000000000000e+01,4.970680952001153230e+00
3.100000000000000000e+01,3.556420636316102613e+00
3.200000000000000000e+01,2.213167275354587904e+00
3.300000000000000000e+01,2.870774627413836377e+00
3.400000000000000000e+01,1.684260162715628617e+00
3.500000000000000000e+01,3.630528585248846696e+00
3.600000000000000000e+01,3.356303352840011467e+00
3.700000000000000000e+01,1.419148668726661677e+00
3.800000000000000000e+01,2.746975467491238554e+00
3.900000000000000000e+01,2.850404476494210027e+00
4.000000000000000000e+01,1.661728066727970354e+00
4.100000000000000000e+01,2.029265605214182422e+00
4.200000000000000000e+01,3.626803787529373935e+00
4.300000000000000000e+01,2.181557345021286398e+00
4.400000000000000000e+01,3.538674817735750544e+00
4.500000000000000000e+01,2.081488391757111422e+00
4.600000000000000000e+01,3.170101295116124263e+00
4.700000000000000000e+01,1.699486263859698587e+00
4.800000000000000000e+01,4.844892594772370664e+00
4.900000000000000000e+01,1.449847935137391408e+00
5.000000000000000000e+01,2.726810411377194932e+00
5.100000000000000000e+01,1.550007298813067980e+00
5.200000000000000000e+01,4.465615761866477129e+00
5.300000000000000000e+01,2.081234514402976021e+00
5.400000000000000000e+01,1.790447115055567195e+00
5.500000000000000000e+01,4.995914836380156210e+00
5.600000000000000000e+01,2.553101793733597358e+00
5.700000000000000000e+01,1.562823185138083382e+00
5.800000000000000000e+01,3.972889645315622165e+00
5.900000000000000000e+01,1.993730648340034772e+00
6.000000000000000000e+01,1.196798683876928004e+00
6.100000000000000000e+01,1.769626318674300425e+00
6.200000000000000000e+01,3.070123625253120103e+00
6.300000000000000000e+01,2.775660573381364404e+00
6.400000000000000000e+01,5.042228571854344032e+00
6.500000000000000000e+01,2.098964681205541805e+00
6.600000000000000000e+01,1.528066439219680106e+00
6.700000000000000000e+01,2.732455928496951181e+00
6.800000000000000000e+01,7.725368366978060841e+00
6.900000000000000000e+01,4.093722261143684982e+00
7.000000000000000000e+01,9.251851664253977203e-01
7.100000000000000000e+01,3.467936739972039550e+00
7.200000000000000000e+01,4.305935463828110876e+00
7.300000000000000000e+01,4.215659882374938050e+00
7.400000000000000000e+01,9.719983387941980579e-01
7.500000000000000000e+01,3.775914544280831731e+00
7.600000000000000000e+01,1.071168465328875330e+00
7.700000000000000000e+01,3.079450946047769033e+00
7.800000000000000000e+01,2.832555015497050910e+00
7.900000000000000000e+01,1.148698214762957637e+00
8.000000000000000000e+01,3.679639408345777074e+00
8.100000000000000000e+01,1.441914095276521257e+00
8.200000000000000000e+01,4.016342497741867135e+00
8.300000000000000000e+01,2.043120750773985694e+00
8.400000000000000000e+01,4.254403277839421627e+00
8.500000000000000000e+01,1.751739140617080581e+00
8.600000000000000000e+01,1.865281109068342325e+00
8.700000000000000000e+01,3.939925126594010507e+00
8.800000000000000000e+01,2.891661256544288960e+00
8.900000000000000000e+01,4.163707953655847227e+00
9.000000000000000000e+01,4.657635984731176571e+00
9.100000000000000000e+01,1.959590509846675488e+00
9.200000000000000000e+01,3.257863604781182865e+00
9.300000000000000000e+01,5.573975109252663707e+00
9.400000000000000000e+01,4.467700320936241809e+00
9.500000000000000000e+01,2.768654667730067853e+00
9.600000000000000000e+01,4.990034144848425335e+00
9.700000000000000000e+01,3.118960970919661957e+00
9.800000000000000000e+01,2.727397573556171295e+00
9.900000000000000000e+01,2.631629194279883510e+00
