#Num,collapses/collapsed,highest_damage_state/S,reconstruction/cost_impractical,reconstruction/cost,reconstruction/time,inhabitants/,injuries/sev1,injuries/sev2,injuries/sev3,injuries/sev4
0,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
1,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
2,1.0,4,0,25249918.8,1.0,1.0,0.4,0.2,0.05,0.1
3,0.0,1,0,504998.37600000005,5.0,1.0,0.0005,0.0,0.0,0.0
4,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
6,0.0,1,0,504998.37600000005,5.0,1.0,0.0005,0.0,0.0,0.0
7,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
8,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
11,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
12,0.0,1,0,504998.37600000005,5.0,1.0,0.0005,0.0,0.0,0.0
13,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
14,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
15,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
17,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
19,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
20,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
21,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
23,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0.0,1,0,504998.37600000005,5.0,1.0,0.0005,0.0,0.0,0.0
25,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
26,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
27,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
28,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
29,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
30,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
31,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
32,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
33,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
34,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
35,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
36,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
37,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0.0,3,0,10428216.464399999,120.0,1.0,0.01,0.001,1e-05,1e-05
39,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,0.0,2,0,2524991.8800000004,30.0,1.0,0.002,0.00025,0.0,0.0
43,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
44,0.0,1,0,504998.37600000005,5.0,1.0,0.0005,0.0,0.0,0.0
45,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
46,0.0,1,0,504998.37600000005,5.0,1.0,0.0005,0.0,0.0,0.0
47,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,0.0,4,0,25249918.8,240.0,1.0,0.05,0.01,0.0001,0.0001
49,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
