,Collapse,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood
,probability,S,S,S,S,S,S
, ,0,1_1,2_1,3_1,4_1,4_2
0,0.02,0.4693877551020408,0.12244897959183676,0.163265306122449,0.163265306122449,0.08163265306122448,
