,Collapse,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood
,probability,S,S,S,S,S,S
, ,0,1_1,2_1,3_1,4_1,4_2
0,0.02,0.2857142857142857,0.04081632653061229,0.3061224489795918,0.2653061224489796,0.10204081632653061,
