,Collapse,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood,DS likelihood
,probability,S,S,S,S,S,S
, ,0,1_1,2_1,3_1,4_1,4_2
0,0.02,0.2857142857142857,0.061224489795918435,0.26530612244897955,0.2040816326530612,0.1836734693877551,
